,pvalue,weighted_pvalue,log2FoldChange
Gcnt1,2.30E-11,2.93E-11,3.229153556
Trip10,2.77E-11,2.72E-11,1.778281424
Gprin3,2.82E-11,2.58E-11,2.072745439
Tmx4,3.13E-11,2.86E-11,1.045179914
Tmem30a,3.44E-11,2.13E-11,0.88405078
Vmp1,3.60E-11,3.35E-11,0.516820262
Gm37065,3.73E-11,1.01E-10,-4.033061388
Il18r1,3.86E-11,3.59E-11,1.51772784
Fam185a,4.05E-11,5.14E-11,1.09940433
Lrrfip1,4.12E-11,2.61E-11,0.713018426
Ada,4.37E-11,4.77E-11,-1.983341353
Oplah,4.52E-11,4.03E-11,1.856857443
Tnfsf11,4.75E-11,4.66E-11,2.435559093
Mvp,4.89E-11,4.65E-11,0.860647902
Thada,4.88E-11,4.65E-11,-1.066434612
Dgkh,5.26E-11,3.21E-11,1.205497458
Jade1,5.60E-11,5.21E-11,0.865907655
Dapk2,5.65E-11,5.17E-11,2.455093765
Sfmbt2,5.95E-11,6.48E-11,-2.584076851
Mettl27,5.99E-11,7.64E-11,-2.267255651
Fam204a,6.34E-11,5.79E-11,0.716552955
Dgkz,6.59E-11,4.09E-11,-0.855027389
Il12rb2,6.90E-11,6.78E-11,1.47701856
Ndfip2,6.90E-11,6.54E-11,0.683210222
Trbv13-2,6.92E-11,4.22E-11,-1.274287723
Mx1,7.38E-11,7.31E-11,1.923402089
Ube2r2,7.40E-11,7.04E-11,-0.819792757
Arhgef39,7.74E-11,8.43E-11,1.907428155
Rcl1,8.03E-11,1.04E-10,-0.873382623
Plekha6,8.10E-11,7.90E-11,-1.24628345
Cd226,8.13E-11,7.74E-11,1.1088431
Srsf12,8.13E-11,7.74E-11,-2.9240114
Cables1,8.85E-11,8.77E-11,1.949218718
St3gal6,8.95E-11,8.49E-11,0.979925977
Agps,9.10E-11,8.62E-11,0.783727198
Thrb,9.09E-11,9.01E-11,2.301766919
Asf1a,9.20E-11,5.61E-11,-0.883879278
Gm36723,9.36E-11,9.19E-11,4.918325441
Pde2a,9.40E-11,1.02E-10,-3.277492149
Tfam,9.96E-11,9.50E-11,-1.031497179
Zfp382,1.04E-10,1.14E-10,1.646075092
Slc52a3,1.05E-10,1.04E-10,2.402903409
H2afz,1.06E-10,9.22E-11,-0.7638087
Ddhd2,1.09E-10,1.06E-10,1.017734586
Trnp1,1.09E-10,1.19E-10,-6.932319344
Efhd2,1.12E-10,6.92E-11,0.936541525
Tspan31,1.17E-10,1.07E-10,1.085639086
Dip2a,1.20E-10,1.18E-10,1.834238931
Hrh2,1.28E-10,1.26E-10,0.846998088
Aven,1.31E-10,1.20E-10,-1.252031099
Atad3a,1.33E-10,1.27E-10,-0.930976425
Retreg1,1.43E-10,1.12E-10,-1.060402336
Vipr2,1.57E-10,1.71E-10,4.283765444
Snhg15,1.81E-10,1.65E-10,-1.357886796
Slfn10-ps,1.84E-10,1.44E-10,0.895379
Aldh18a1,1.87E-10,1.16E-10,0.758983235
Tnf,1.87E-10,1.82E-10,2.226659987
Mettl9,1.92E-10,1.87E-10,-0.952195077
Cep250,2.04E-10,1.90E-10,0.59586089
Gtf3c1,2.05E-10,1.94E-10,0.652602847
Gabarapl1,2.09E-10,1.64E-10,1.854681277
Cd84,2.21E-10,2.02E-10,-0.993617139
Gm8369,2.22E-10,2.06E-10,-1.293709261
Pik3ip1,2.26E-10,1.38E-10,-1.456123582
Iigp1,2.32E-10,2.30E-10,-2.845298198
Trim12a,2.32E-10,2.21E-10,-0.779459429
Sytl2,2.48E-10,2.37E-10,1.784610176
Yars,2.48E-10,2.89E-10,0.808360688
Lingo1,2.57E-10,3.56E-10,6.918345527
Casp1,2.60E-10,2.58E-10,1.919981035
Gm2682,2.75E-10,2.07E-10,-1.198455491
Dennd4c,2.81E-10,2.68E-10,1.215277941
Kif13b,2.81E-10,2.20E-10,1.346071363
Tcrg-V3,2.97E-10,3.46E-10,6.519484625
Icam2,3.03E-10,2.77E-10,-1.037750662
Tubgcp2,3.03E-10,2.89E-10,0.702436079
Rhbdd1,3.06E-10,2.80E-10,1.117485948
Ifng,3.08E-10,2.86E-10,3.27888184
Plekhb2,3.07E-10,1.90E-10,1.001551722
Maged1,3.11E-10,3.95E-10,-1.687441187
Cd101,3.16E-10,2.89E-10,1.870180139
Soat1,3.45E-10,3.15E-10,1.656631793
Dusp22,3.60E-10,3.56E-10,1.159893456
Mars,3.97E-10,2.45E-10,0.538745541
Als2cl,4.01E-10,2.55E-10,-0.996066737
Lmf2,4.05E-10,2.51E-10,0.767152152
Ncmap,4.06E-10,3.40E-10,3.962129738
Asap1,4.09E-10,3.89E-10,-0.869747063
Prkcq,4.12E-10,3.57E-10,-0.555368669
Enpp4,4.25E-10,4.18E-10,-1.560573602
Ube2l6,4.29E-10,4.68E-10,1.685812813
Rps20,4.37E-10,3.79E-10,-1.367706024
Foxred2,4.49E-10,4.41E-10,1.61855604
1500009L16Rik,4.55E-10,5.78E-10,1.942836244
S100a6,4.64E-10,2.88E-10,3.241535409
1810006J02Rik,4.68E-10,5.10E-10,-1.838183886
Rps18,4.79E-10,2.96E-10,-1.225825246
Litaf,4.87E-10,3.02E-10,3.67392301
Bcl9,5.34E-10,5.29E-10,-2.899389735
Bcl2l11,5.38E-10,5.12E-10,-1.210444006
1810032O08Rik,5.53E-10,5.45E-10,-1.085594459
Rftn2,5.71E-10,5.66E-10,-1.763235799
Tmie,5.72E-10,5.64E-10,-1.662750715
Tspan9,5.77E-10,5.92E-10,-2.473815374
Rnf32,5.82E-10,4.87E-10,-3.323659861
Cfap36,6.27E-10,5.74E-10,0.765909114
Shmt1,6.41E-10,8.17E-10,-1.446230508
Mthfsl,6.44E-10,6.60E-10,0.895754978
Ppp3cc,6.49E-10,4.11E-10,0.938059403
S100a10,6.57E-10,4.02E-10,1.017589661
Susd1,6.74E-10,5.64E-10,-1.873287498
D930028M14Rik,6.84E-10,1.87E-09,-2.993836909
Gm6934,6.92E-10,5.79E-10,-1.903941324
Irs2,6.93E-10,4.30E-10,-2.040071023
Mgst2,6.96E-10,6.37E-10,-1.297599637
Cd44,7.01E-10,4.45E-10,2.035233936
Magohb,7.01E-10,6.94E-10,1.207836949
Msra,7.06E-10,7.25E-10,-0.947910536
Bspry,7.19E-10,7.01E-10,2.29560189
4933431E20Rik,7.21E-10,1.08E-09,6.693028169
Actn4,7.23E-10,4.59E-10,0.500433647
Rnf149,7.35E-10,9.47E-10,0.979020802
Tmco4,7.41E-10,6.78E-10,-0.780097631
Sh2d1a,7.62E-10,4.65E-10,-1.561826141
Pde4dip,7.66E-10,5.78E-10,0.86946223
Tcp11l2,7.81E-10,4.84E-10,-1.507596461
Bin2,8.12E-10,4.97E-10,-0.666065047
Slc43a1,8.18E-10,1.04E-09,-3.643324311
Lrrc8c,8.22E-10,5.08E-10,0.904723097
Filip1l,8.39E-10,6.33E-10,-1.138463521
Map4,8.58E-10,5.30E-10,0.633458605
Nle1,8.61E-10,8.83E-10,-0.765171177
Ipo4,9.29E-10,8.28E-10,-1.006977429
Suv39h1,1.01E-09,6.18E-10,-0.794621971
Cldn10,1.03E-09,9.83E-10,-3.793567561
Hist1h2bc,1.05E-09,1.34E-09,1.817611552
Rgs16,1.08E-09,1.03E-09,2.165416964
Smpd5,1.08E-09,1.40E-09,1.331366079
Ptpn9,1.11E-09,6.75E-10,0.906475899
A630014C17Rik,1.12E-09,1.11E-09,-2.311497937
Traj26,1.12E-09,1.11E-09,1.660490118
Morrbid,1.16E-09,9.69E-10,2.14505855
Abca2,1.19E-09,7.32E-10,1.02323932
D1Ertd622e,1.25E-09,1.22E-09,-0.926632318
Smyd1,1.25E-09,1.24E-09,2.485580925
Sult4a1,1.28E-09,1.27E-09,4.595249547
Gm42449,1.32E-09,1.30E-09,-3.56858056
F2r,1.35E-09,8.38E-10,1.435381391
6430571L13Rik,1.37E-09,3.73E-09,4.680517759
H2-Ob,1.41E-09,8.62E-10,-4.105433084
Snx8,1.44E-09,1.48E-09,2.06811553
Gpr171,1.45E-09,8.89E-10,0.788786417
Fut7,1.47E-09,1.51E-09,2.759859158
Pcyox1l,1.52E-09,1.56E-09,1.984096964
Abcg1,1.56E-09,2.02E-09,-0.961613665
Bcl2a1b,1.59E-09,2.02E-09,1.241698894
Gm11342,1.63E-09,2.25E-09,-5.081592648
Srm,1.68E-09,2.17E-09,-1.079536963
Dzip1,1.79E-09,1.84E-09,-1.776649795
Reep3,1.81E-09,1.36E-09,0.785843234
Pja1,1.81E-09,1.57E-09,-0.754892523
Zmiz1,1.99E-09,2.31E-09,0.96542154
Cdk6,2.04E-09,2.63E-09,1.736405208
Ccl3,2.04E-09,1.99E-09,3.502948112
Tgtp1,2.04E-09,2.10E-09,-2.06869935
Unc5cl,2.07E-09,2.05E-09,-1.186409875
Rabgap1l,2.15E-09,2.05E-09,0.750342885
Epop,2.30E-09,2.24E-09,-1.413172231
Xpot,2.32E-09,2.21E-09,0.983441786
Afp,2.44E-09,3.10E-09,-1.916090401
Washc5,2.48E-09,2.36E-09,0.696837686
Gm47586,2.51E-09,2.45E-09,2.413484885
Rpl10a,2.55E-09,2.37E-09,-1.155257872
Tbc1d9b,2.62E-09,1.62E-09,0.804299641
Rhoq,2.77E-09,2.75E-09,0.991115498
Tnfrsf13c,2.82E-09,2.89E-09,1.83364335
Cobll1,2.90E-09,1.77E-09,1.969873808
Agpat3,2.98E-09,2.84E-09,-0.828112145
BC106179,2.99E-09,3.49E-09,-6.254881148
Rnf122,2.99E-09,3.26E-09,-1.177143761
Cnksr3,3.02E-09,2.99E-09,-3.569207863
Grwd1,3.18E-09,4.11E-09,-0.82264907
Plekhg2,3.33E-09,3.05E-09,-1.580811013
Bpnt1,3.45E-09,3.16E-09,-1.009233672
Zfand4,3.45E-09,3.29E-09,1.916861094
Fbxo42,3.74E-09,2.82E-09,0.738640325
Tnnt1,3.74E-09,3.71E-09,-2.859555314
Myc,3.76E-09,2.32E-09,-0.967329535
Rpl36a,3.83E-09,4.94E-09,-1.251849705
Cdk5rap3,3.84E-09,3.57E-09,-0.637849287
Lypd6b,3.92E-09,3.83E-09,-1.31754338
Nudt14,4.15E-09,5.27E-09,-0.96152819
Pld3,4.33E-09,2.67E-09,0.831626612
Bend4,4.40E-09,4.29E-09,-2.165381696
AW112010,4.51E-09,2.76E-09,1.026574322
Impa2,4.57E-09,4.53E-09,0.964964242
Skp1a,4.82E-09,3.06E-09,-0.886032303
Lsm4,4.83E-09,4.58E-09,-0.672244391
Lman1,5.13E-09,4.90E-09,0.85372849
Arl8a,5.14E-09,4.70E-09,0.858778734
Ube2cbp,5.40E-09,5.35E-09,-1.876633025
Tubb2b,5.50E-09,9.37E-09,-4.368861385
Hdac7,5.62E-09,3.49E-09,-0.901580706
Nucb1,5.66E-09,3.59E-09,0.62958059
Tmem163,5.74E-09,7.31E-09,2.56755212
Max,5.79E-09,5.52E-09,-1.849623437
Fgfr1op,5.99E-09,5.34E-09,-0.789081377
Eef1b2,6.11E-09,5.79E-09,-1.050606978
Ctsd,6.28E-09,3.88E-09,1.436410075
G430095P16Rik,6.29E-09,6.45E-09,-2.655495258
Tbcel,6.34E-09,4.97E-09,-0.740770038
Osbpl9,6.46E-09,4.01E-09,-0.937509731
CAAA01147332.1,6.60E-09,6.77E-09,1.666683676
A430028G04Rik,6.71E-09,1.14E-08,-3.481599959
Plekho2,6.78E-09,6.45E-09,1.148866169
Cyth4,6.81E-09,4.32E-09,0.843287878
Ldhb,6.81E-09,6.69E-09,-4.039944246
Eomes,7.11E-09,6.51E-09,-2.344217089
Taf9b,7.11E-09,6.51E-09,0.821671255
Cdkl2,7.16E-09,7.80E-09,2.006786489
Sox4,7.21E-09,9.30E-09,-5.384989924
Wee1,7.20E-09,7.02E-09,1.484496054
Emilin1,7.30E-09,7.12E-09,-2.763674429
Fhit,7.34E-09,2.00E-08,-2.453993825
Cln3,7.56E-09,5.70E-09,0.876256692
Prmt3,7.60E-09,5.73E-09,-0.77846982
Cebpg,7.62E-09,6.98E-09,1.195672838
Crot,7.79E-09,7.41E-09,1.05629171
Emp3,7.80E-09,6.77E-09,0.852576856
A530021J07Rik,8.19E-09,8.40E-09,-4.121941781
Igsf23,8.51E-09,9.27E-09,-3.5974649
2810004N23Rik,9.39E-09,8.37E-09,-0.804197996
Larp1b,9.49E-09,9.25E-09,0.904659008
Ctsw,9.96E-09,6.10E-09,0.853926548
Usp46,1.01E-08,1.00E-08,1.140861422
Tbxa2r,1.03E-08,1.33E-08,-1.180236563
Clstn1,1.04E-08,9.50E-09,0.785316834
Pxn,1.05E-08,6.63E-09,0.681818789
Rps2,1.06E-08,6.56E-09,-1.042987709
Gm42929,1.08E-08,1.49E-08,-6.650622696
Prkar2a,1.07E-08,8.10E-09,1.06900454
Os9,1.10E-08,6.98E-09,0.512973047
Lpin1,1.12E-08,1.04E-08,-0.981073103
Sdcbp2,1.15E-08,1.18E-08,1.449223377
Tnfsf9,1.16E-08,1.26E-08,2.474060041
Nsmce1,1.17E-08,1.50E-08,-1.034329281
Igf1r,1.18E-08,1.50E-08,-2.200485518
Spaca1,1.20E-08,1.31E-08,-2.766101131
Atxn1,1.23E-08,1.26E-08,1.547128903
Mocos,1.24E-08,1.58E-08,2.705268494
Timeless,1.27E-08,1.16E-08,-0.991738186
Tmem109,1.28E-08,1.22E-08,0.75013755
A130010J15Rik,1.32E-08,1.35E-08,-1.564977905
Tcrg-V7,1.32E-08,3.61E-08,4.217972995
Tlr12,1.34E-08,1.30E-08,-2.185698931
Gm12185,1.35E-08,1.32E-08,-2.048377624
Rwdd1,1.36E-08,1.25E-08,0.602878677
Mindy3,1.37E-08,1.35E-08,0.808193147
Rgs3,1.37E-08,1.30E-08,1.330975078
Elovl1,1.38E-08,1.77E-08,0.740693227
Rnh1,1.39E-08,1.32E-08,0.845153084
Pdgfb,1.44E-08,1.56E-08,1.501009207
Rpl35,1.47E-08,1.40E-08,-1.283893491
Prf1,1.48E-08,9.12E-09,0.995013294
Sema6d,1.48E-08,1.44E-08,5.097728805
Ahr,1.52E-08,1.39E-08,2.037661016
Tab2,1.53E-08,1.36E-08,0.972343611
Sars2,1.64E-08,9.99E-09,-0.678425649
Dkc1,1.73E-08,1.65E-08,-0.826025515
Mettl1,1.76E-08,1.74E-08,-1.483533684
Ntan1,1.76E-08,1.68E-08,0.663464527
Rpl32,1.77E-08,1.12E-08,-1.166332037
Klf6,1.77E-08,1.12E-08,1.096356334
Pdcd4,1.81E-08,1.12E-08,-0.90998423
Spo11,1.81E-08,1.97E-08,-4.202742791
Stk39,1.89E-08,1.48E-08,1.091496891
Rplp0,1.92E-08,1.19E-08,-1.021324082
Gm11695,1.96E-08,2.96E-08,-5.919401558
Rps7,2.02E-08,1.25E-08,-1.134224204
Slc22a15,2.03E-08,2.59E-08,2.140633656
Rere,2.03E-08,1.98E-08,-0.79851008
Ttyh3,2.06E-08,2.01E-08,-1.65175987
Washc3,2.10E-08,1.65E-08,-0.957808379
Iqgap1,2.18E-08,1.38E-08,0.995752731
Sdhaf1,2.23E-08,2.43E-08,-1.088612662
Crlf3,2.23E-08,1.38E-08,-1.317526453
Pank1,2.24E-08,2.84E-08,1.160327676
Airn,2.25E-08,2.23E-08,-2.632201898
Ap1s2,2.25E-08,1.37E-08,1.177500861
Slc11a2,2.31E-08,2.68E-08,-0.905910525
Frmd4b,2.33E-08,2.21E-08,0.752664869
Lnpep,2.36E-08,2.24E-08,0.793765518
Repin1,2.42E-08,2.48E-08,1.300438503
Git1,2.47E-08,2.35E-08,0.536639824
Eef2k,2.49E-08,2.47E-08,0.916036498
Trim30c,2.50E-08,2.47E-08,-2.746471017
Apobr,2.69E-08,2.93E-08,1.384946673
Maml3,2.77E-08,3.52E-08,-3.594000352
Pvrig,2.80E-08,3.05E-08,2.410068789
Ggta1,2.83E-08,2.78E-08,1.006619185
Mid1ip1,2.86E-08,2.83E-08,1.169689908
Tbl1xr1,2.94E-08,2.73E-08,0.934908217
Gm15675,3.00E-08,3.50E-08,-5.887006164
Rplp1,3.04E-08,2.64E-08,-1.200192979
Cd86,3.15E-08,2.89E-08,1.038337137
Trbv3,3.21E-08,2.52E-08,-1.481609857
Trmt61a,3.32E-08,3.24E-08,-1.144026724
Mapk11,3.35E-08,3.29E-08,-2.351047538
Atp8b2,3.38E-08,2.15E-08,0.827395721
Gm20069,3.44E-08,3.75E-08,-1.894583214
Susd4,3.47E-08,5.91E-08,-6.121106434
Cnn3,3.52E-08,2.15E-08,-4.470002736
Abcb1b,3.54E-08,3.24E-08,1.36588802
Rpl12,3.56E-08,3.39E-08,-1.230272815
Gm19261,3.58E-08,3.90E-08,-1.468714455
Mthfd1,3.59E-08,3.33E-08,-0.792985441
Cd3g,3.62E-08,3.14E-08,0.840593001
Styk1,3.64E-08,3.97E-08,5.0011791
Lax1,3.74E-08,3.25E-08,0.68592146
Dlg4,3.78E-08,4.11E-08,-2.912809376
Ddc,3.80E-08,3.90E-08,-2.674785288
Lockd,3.81E-08,3.91E-08,1.457523297
Eef1g,3.86E-08,3.66E-08,-1.042875488
Ddx43,3.91E-08,3.72E-08,-1.500898997
Prickle1,3.97E-08,5.04E-08,-3.209473211
Uap1l1,4.16E-08,4.08E-08,0.930889998
Psme1,4.18E-08,2.56E-08,-0.741197128
Rcor3,4.29E-08,4.21E-08,1.121286116
Sars,4.34E-08,2.69E-08,0.674458172
Suox,4.39E-08,3.44E-08,1.368406447
Tspan3,4.40E-08,4.29E-08,-0.676660453
Tfrc,4.47E-08,4.09E-08,-1.105737396
Btf3l4,4.65E-08,5.07E-08,-0.814644957
Plekha5,4.68E-08,4.28E-08,0.5957444
Irf2bpl,4.71E-08,4.08E-08,0.677048757
Rab3gap2,4.74E-08,3.57E-08,0.699514528
Serinc3,4.74E-08,2.94E-08,0.957861412
Kdsr,4.77E-08,2.91E-08,0.534557196
E230032D23Rik,4.78E-08,4.73E-08,-2.468834162
Wdr4,4.86E-08,4.63E-08,-0.785179964
Ggt7,4.95E-08,4.14E-08,-2.498191768
Yeats2,4.99E-08,4.57E-08,-0.702273847
Kdelc2,5.01E-08,5.46E-08,2.192210347
Atf5,5.09E-08,7.06E-08,2.788932479
Lmna,5.13E-08,3.17E-08,3.171620458
Mapk3,5.13E-08,4.02E-08,1.148793469
BC035044,5.33E-08,4.46E-08,-3.536684373
Cd200r1,5.38E-08,6.86E-08,2.097363648
Map4k4,5.42E-08,5.13E-08,-0.978637891
Gm27008,5.57E-08,1.51E-07,-3.686225235
Dmbt1,5.58E-08,7.72E-08,-6.187488895
Jarid2,5.64E-08,4.89E-08,-0.893381901
Zmynd8,5.76E-08,5.50E-08,-0.704321265
Mfsd13a,5.81E-08,5.96E-08,2.020928283
Gpatch4,5.81E-08,5.18E-08,-0.974754129
Aqp11,5.83E-08,5.55E-08,-4.176720534
Ascc1,6.06E-08,5.91E-08,-0.728831326
Ly9,6.12E-08,3.74E-08,-0.701264558
C1qbp,6.62E-08,7.69E-08,-0.713310318
Pik3r2,6.83E-08,7.01E-08,-1.820637555
Elk3,6.87E-08,8.86E-08,0.723217419
Ell2,6.91E-08,6.85E-08,2.184437322
Crip1,6.94E-08,4.40E-08,0.954196362
Dpysl3,7.08E-08,9.80E-08,4.365643714
Gtf2a2,7.16E-08,4.37E-08,-0.650094603
Rps6ka4,7.16E-08,6.79E-08,1.032385094
Cers4,7.19E-08,6.57E-08,1.016341668
Rps27a,7.23E-08,6.85E-08,-1.063766168
Mid1,7.29E-08,1.98E-07,-2.62643177
Ikzf4,7.49E-08,7.42E-08,1.019508292
Hipk2,7.56E-08,7.42E-08,-1.313301983
Mylip,7.59E-08,7.40E-08,-0.83961246
Cep57l1,7.75E-08,7.64E-08,-1.10583055
Sumo3,7.76E-08,7.11E-08,-0.586348406
Nsd2,7.82E-08,7.16E-08,1.074204894
Cmas,7.89E-08,7.51E-08,-0.611250493
Klc1,7.92E-08,5.97E-08,0.555198962
Dnajc1,8.04E-08,9.33E-08,0.919046098
Syde2,8.04E-08,7.96E-08,-5.069121383
Scpep1,8.26E-08,8.06E-08,1.714792859
Galk1,8.41E-08,8.26E-08,-0.91357638
Filip1,8.50E-08,2.31E-07,5.743480735
Zyx,8.58E-08,5.44E-08,0.713856685
Klhl6,8.64E-08,5.36E-08,-0.960774676
Eef1aknmt,8.81E-08,8.07E-08,-0.523900659
Gnaq,8.84E-08,7.40E-08,1.561123012
Fyco1,9.45E-08,8.63E-08,0.973877909
A430078G23Rik,9.50E-08,9.07E-08,-0.849054365
Dusp6,9.99E-08,6.20E-08,0.816829167
Lad1,9.99E-08,8.36E-08,-3.367721542
Wdr95,1.01E-07,1.00E-07,1.693881298
Nip7,1.02E-07,9.77E-08,-0.607274923
Myo3b,1.05E-07,1.33E-07,1.045162789
Ldlrad4,1.07E-07,9.78E-08,1.140010236
Akap2,1.08E-07,2.94E-07,-3.085667699
Pym1,1.08E-07,1.11E-07,-0.943350149
Pusl1,1.09E-07,1.12E-07,-0.77137425
Wdr12,1.10E-07,8.59E-08,-0.897559466
Dusp14,1.11E-07,1.10E-07,2.116074887
Wdfy1,1.12E-07,1.22E-07,1.32809838
Trbv16,1.13E-07,1.08E-07,-1.039430134
BC004004,1.15E-07,1.05E-07,0.590464826
Ccdc107,1.16E-07,1.13E-07,0.954585731
Cd27,1.16E-07,1.00E-07,-1.160713634
Cd48,1.18E-07,1.02E-07,1.054542581
Srfbp1,1.21E-07,9.52E-08,-0.725351943
Rps9,1.22E-07,7.52E-08,-0.911288446
Mlkl,1.25E-07,1.24E-07,2.074276254
1700017B05Rik,1.30E-07,1.24E-07,0.917135639
Rasa3,1.33E-07,8.22E-08,-0.858206919
Usp20,1.38E-07,1.78E-07,0.787932475
Tbcb,1.39E-07,1.32E-07,0.754546359
Tnfaip8l2,1.40E-07,1.05E-07,-0.714123846
Btbd8,1.40E-07,1.39E-07,1.224553347
Ubl3,1.40E-07,8.67E-08,0.939738746
Ccdc127,1.44E-07,8.80E-08,0.661027235
Ern1,1.44E-07,1.43E-07,2.059171088
Amdhd2,1.46E-07,1.42E-07,0.795034562
Cemip2,1.47E-07,1.43E-07,2.801635059
Casp3,1.49E-07,1.33E-07,0.941755899
Ptprj,1.54E-07,9.42E-08,3.398585754
Irf6,1.55E-07,1.97E-07,-2.422836109
Cds2,1.60E-07,1.51E-07,0.720671972
Acsl3,1.61E-07,1.59E-07,-3.617333922
Begain,1.62E-07,1.89E-07,-4.808096859
Trbv20,1.62E-07,1.60E-07,-1.061976921
Fut8,1.63E-07,1.49E-07,0.513196574
Sgk3,1.63E-07,1.28E-07,-1.286149046
Slc2a8,1.67E-07,1.64E-07,0.957679083
Elovl7,1.68E-07,1.67E-07,-1.425693323
Mbd2,1.69E-07,1.07E-07,0.733821059
B630019A10Rik,1.70E-07,1.62E-07,-6.516055773
Rpl29,1.71E-07,1.56E-07,-0.929782624
Btd,1.71E-07,1.68E-07,0.998784444
Ap1m1,1.79E-07,1.55E-07,-0.400513258
Kpna3,1.79E-07,1.64E-07,0.610996638
Sptbn1,1.83E-07,1.12E-07,-0.989917698
Nsmf,1.83E-07,1.43E-07,0.846007557
Metrnl,1.83E-07,1.44E-07,3.015066503
Gbf1,1.85E-07,2.15E-07,0.546368653
Mlf1,1.85E-07,2.02E-07,2.431983866
Ccr9,1.87E-07,1.78E-07,-5.230543
Eea1,1.89E-07,1.87E-07,1.599356163
Samd9l,1.91E-07,1.18E-07,0.705810269
Lgalsl,1.94E-07,2.11E-07,1.874835042
Ppp1r3e,1.96E-07,2.01E-07,2.104000784
Nckap1,1.98E-07,1.21E-07,0.964595517
Grk2,1.98E-07,1.23E-07,-0.575371214
Egr1,1.98E-07,1.22E-07,1.385897713
Tcirg1,1.99E-07,1.26E-07,0.711396629
Ttc28,1.99E-07,1.98E-07,-1.345217166
A930002I21Rik,2.01E-07,1.99E-07,-3.604046373
Heg1,2.01E-07,1.84E-07,0.843472892
Thoc7,2.02E-07,1.23E-07,-0.54896852
Nop58,2.03E-07,1.93E-07,-0.826618926
Cuedc1,2.03E-07,1.70E-07,-1.772362082
Plcl1,2.09E-07,2.07E-07,-2.863172129
Ttc39b,2.15E-07,1.37E-07,1.419694648
Secisbp2l,2.18E-07,2.07E-07,0.691393739
Rps6,2.18E-07,1.38E-07,-1.065242132
St8sia6,2.19E-07,5.96E-07,-3.373790375
Cyp1a1,2.22E-07,3.79E-07,15.65813419
Thy1,2.29E-07,2.09E-07,0.871298313
Eci1,2.30E-07,2.24E-07,0.80118033
Prps2,2.34E-07,2.14E-07,-0.84278878
H2-Q2,2.35E-07,3.00E-07,-3.50752632
Atf6,2.37E-07,2.17E-07,1.63305703
B3gnt9,2.37E-07,1.98E-07,1.387170725
Anxa2,2.38E-07,1.47E-07,1.684635512
Areg,2.39E-07,6.52E-07,2.348863771
Map2k3,2.40E-07,2.79E-07,0.780091521
Rps17,2.42E-07,2.30E-07,-0.994241362
Btg2,2.59E-07,1.60E-07,0.872560252
Raly,2.62E-07,2.49E-07,-1.376405613
Hmgcll1,2.63E-07,4.32E-07,5.957783523
Asb1,2.65E-07,2.62E-07,1.130997553
Tcof1,2.65E-07,1.62E-07,-0.572948218
Cyp2d22,2.66E-07,2.54E-07,-2.735777733
Bicral,2.68E-07,2.56E-07,1.22851408
Abhd4,2.71E-07,2.68E-07,1.757678463
Rab6a,2.71E-07,2.52E-07,0.542742791
Tapt1,2.86E-07,2.71E-07,-0.521195325
Klrc2,2.91E-07,2.99E-07,2.055752387
Adcy6,2.92E-07,2.89E-07,-3.535438148
Map3k4,2.94E-07,2.73E-07,0.515940091
Ppp3ca,3.07E-07,3.56E-07,0.690114854
Cd244a,3.11E-07,3.97E-07,4.149080419
Slamf7,3.17E-07,3.02E-07,1.743173982
Itgb2,3.18E-07,1.97E-07,0.603386314
Nsun2,3.18E-07,2.01E-07,-0.501678707
Rab11fip4,3.23E-07,2.96E-07,0.632320636
Rdm1,3.30E-07,2.01E-07,0.765881883
Scn1b,3.34E-07,5.17E-07,4.928604943
Ehd4,3.38E-07,3.01E-07,1.086141771
Gstt2,3.41E-07,3.37E-07,-0.840949961
Mybbp1a,3.44E-07,2.13E-07,-0.612637079
Tspan5,3.48E-07,3.39E-07,-0.817294977
Trim2,3.49E-07,3.33E-07,-2.284420265
Fhl2,3.50E-07,3.46E-07,1.05928692
Plekho1,3.50E-07,4.46E-07,-1.672281538
Anxa11,3.54E-07,2.77E-07,0.878040851
Fut11,3.56E-07,2.79E-07,0.57044556
Unc119,3.56E-07,3.53E-07,1.066806
Nop16,3.57E-07,3.27E-07,-0.844782445
Kcnk5,3.58E-07,3.49E-07,2.651461465
Scmh1,3.66E-07,3.57E-07,-1.236012039
Iffo2,3.69E-07,4.70E-07,1.305128162
Tnfaip8l1,3.72E-07,3.63E-07,-0.815343878
Atp8b4,3.75E-07,2.32E-07,0.946044772
Elk1,3.82E-07,3.78E-07,0.730907165
Atp6v1a,3.83E-07,3.51E-07,0.636293324
Csnk2a1,3.85E-07,3.75E-07,-0.882334178
Elac1,3.95E-07,3.91E-07,0.819757245
Itm2a,3.99E-07,2.46E-07,-2.968598554
Acadl,4.00E-07,3.82E-07,0.794863324
Klhl25,4.06E-07,3.06E-07,1.178395961
Rpl3,4.07E-07,2.51E-07,-0.932275158
Ptpn4,4.09E-07,2.50E-07,0.950150362
Trat1,4.09E-07,3.99E-07,-1.915589333
Wdsub1,4.16E-07,4.12E-07,1.168224681
Espn,4.17E-07,3.49E-07,-1.934287651
Lpin2,4.18E-07,3.82E-07,0.778727558
Ankrd55,4.51E-07,1.23E-06,-3.148029593
Slc44a2,4.54E-07,2.78E-07,-0.528416471
Stx2,4.55E-07,4.16E-07,-1.003210391
