,neg1,neg2,neg3,neg4,neg5,pos1,pos2,pos3,pos4,pos5
Dnajb3,0,0,0,0,0,0,0,0,0,0
Ugt1a1,0,0,0,0,0,0,0,0,0,0
Mroh2a,0,0,0,0,0,0,0,0,0,0
Hjurp,42,88,31,8,1,38,42,29,35,33
6430706D22Rik,0,0,0,0,0,0,0,0,0,0
A730008H23Rik,0,0,0,0,0,0,0,0,0,0
Trpm8,0,0,0,0,0,0,0,0,0,0
Spp2,0,0,0,0,0,0,0,0,0,0
Glrp1,0,0,0,0,0,0,0,0,0,0
Gm19589,0,0,0,0,0,0,0,0,5,0
Arl4c,464,538,605,328,288,702,423,978,317,954
2410088K16Rik,0,0,0,0,0,0,0,0,0,0
1700067G17Rik,0,0,0,0,0,0,0,0,0,0
Sh3bp4,0,0,0,0,0,2,4,0,2,0
C030007H22Rik,0,0,0,0,0,0,0,0,0,0
Agap1,11,0,0,0,0,0,0,0,0,0
4933400F21Rik,0,0,0,0,0,0,0,0,0,0
Gbx2,0,0,0,0,0,0,0,0,0,0
Asb18,0,0,0,0,0,0,0,0,0,0
Iqca,0,0,0,0,0,0,0,0,0,0
Cxcr7,0,0,0,0,0,0,0,0,7,2
Cops8,107,39,134,92,79,85,112,150,72,165
Col6a3,0,0,0,0,0,0,0,0,0,0
Mlph,0,0,0,0,0,0,0,0,0,0
Prlh,0,0,0,0,0,0,0,0,0,0
Rab17,0,0,4,0,0,0,0,0,0,0
Lrrfip1,420,497,514,277,385,481,257,358,217,602
Rbm44,0,0,0,0,0,0,0,0,0,0
Ramp1,19,0,6,10,6,17,19,45,28,70
Ube2f,27,20,84,24,56,84,72,172,57,70
Scly,22,17,98,32,40,32,44,76,35,63
Espnl,0,0,0,0,0,0,0,0,0,0
Klhl30,0,0,0,0,0,0,0,0,0,0
Fam132b,1,0,0,3,0,5,1,1,0,5
Ilkap,60,87,80,60,51,120,56,75,39,95
1700020N18Rik,0,0,0,0,0,0,0,0,4,0
Hes6,60,22,49,39,16,49,36,67,23,79
Per2,32,20,0,4,0,17,6,1,0,42
Traf3ip1,0,0,0,5,22,9,6,1,33,10
Asb1,21,25,29,8,16,34,11,25,8,39
Twist2,0,0,0,0,0,0,0,0,0,0
Hdac4,16,46,69,41,43,77,58,66,14,113
Ndufa10,39,30,44,12,33,63,32,78,31,90
Olfr1416,0,0,0,0,0,0,0,0,0,0
Olfr1415,0,0,0,0,0,0,0,0,0,0
Olfr1414,0,0,0,0,0,0,0,0,0,0
Olfr1413,0,0,0,0,0,0,0,0,0,0
Olfr1412,0,0,0,0,0,0,0,0,0,0
Olfr1411,0,0,0,0,0,0,0,0,0,0
Olfr1410,0,0,0,0,0,0,0,0,0,0
Olfr12,0,0,0,0,0,0,0,0,0,0
Myeov2,82,47,143,65,62,109,50,133,58,142
Otos,0,0,0,0,0,0,0,2,0,0
Gpc1,4,14,21,8,22,15,8,8,2,21
Mir149,0,0,0,0,0,0,0,0,0,0
Ankmy1,0,0,0,0,0,0,0,0,0,0
Dusp28,1,2,11,17,2,13,2,5,10,16
Rnpepl1,110,57,23,47,39,80,36,70,38,87
9430060I03Rik,0,0,20,9,0,5,6,15,4,4
Capn10,22,4,10,4,0,4,2,3,5,5
Gpr35,3,0,0,9,0,1,0,0,0,0
Aqp12,0,0,0,0,0,0,0,0,0,0
Kif1a,0,0,0,0,0,0,0,0,0,0
Agxt,0,0,0,0,0,0,0,0,0,0
2310007B03Rik,0,0,0,0,0,0,0,0,0,0
Sned1,0,0,0,0,0,0,0,0,0,0
Mterfd2,13,8,9,1,2,4,0,20,1,7
Pask,0,18,0,5,0,0,0,0,0,17
Ppp1r7,21,47,83,28,23,78,20,83,18,66
Ano7,0,0,0,0,0,0,0,1,0,0
Hdlbp,98,124,194,67,74,90,83,130,39,230
2-Sep,195,156,109,38,88,73,60,68,44,113
Farp2,0,0,0,0,0,0,0,0,0,0
Stk25,45,22,20,19,27,14,12,13,4,29
Bok,0,0,0,0,0,0,0,0,0,0
Thap4,7,1,1,4,6,21,1,12,6,14
Atg4b,45,6,17,22,19,21,13,25,9,19
Dtymk,28,63,49,27,9,43,42,57,25,71
Ing5,30,31,22,11,8,31,21,31,1,14
D2hgdh,4,5,6,13,12,23,4,6,5,26
Gal3st2,0,0,0,0,0,0,0,0,0,0
Gm9994,0,0,0,0,0,0,0,0,0,0
Gm6086,0,0,0,0,0,0,0,0,0,0
Neu4,0,3,0,0,0,0,0,0,0,0
Pdcd1,236,110,238,130,72,39,9,14,9,41
4930440C22Rik,0,0,0,0,0,0,0,0,0,0
Fam174a,99,96,183,160,34,97,86,224,37,185
St8sia4,138,80,168,98,60,63,50,113,52,109
4930598F16Rik,0,0,0,0,0,0,0,0,0,0
1700063A18Rik,0,0,0,0,0,0,0,0,0,0
4930533P14Rik,0,0,0,0,0,0,0,0,0,0
Slco4c1,0,0,0,0,0,0,0,0,0,0
Slco6b1,0,0,0,0,0,0,0,0,0,0
Slco6c1,0,0,0,0,0,0,0,0,0,0
D1Ertd622e,5,26,25,41,0,91,43,123,42,130
Ppip5k2,46,21,39,26,51,28,33,35,29,26
Gin1,28,13,32,7,0,5,0,0,0,11
Pam,13,17,15,12,3,18,2,1,6,33
B230216N24Rik,0,0,0,0,0,9,0,0,0,5
1810006J02Rik,0,0,0,0,0,2,0,1,0,1
Slco6d1,0,0,0,0,0,0,0,0,0,0
Cntnap5b,0,0,0,0,0,0,0,0,0,0
Gm20268,0,0,0,0,0,0,0,0,0,0
Cdh20,0,0,0,0,0,0,0,0,0,0
Rnf152,0,0,0,0,0,1,0,0,0,0
Pign,33,0,12,3,36,24,10,8,2,27
2310035C23Rik,50,85,67,18,19,20,26,37,20,22
Tnfrsf11a,0,0,0,0,0,0,0,0,9,0
Zcchc2,99,93,97,26,65,95,27,89,14,46
Gm20753,0,0,0,0,0,0,0,0,0,0
Phlpp1,21,23,27,4,1,9,3,4,0,0
Bcl2,946,1058,1076,480,713,963,527,1104,408,1264
Kdsr,144,208,228,54,73,124,60,106,42,222
Vps4b,318,92,297,154,54,168,77,178,44,196
Serpinb5,0,0,0,0,0,0,0,0,0,0
Serpinb12,0,0,0,0,0,0,0,0,0,0
Serpinb13,0,0,0,0,0,0,0,0,0,0
Serpinb3a,0,0,0,0,0,0,0,0,0,0
Serpinb3d,0,0,0,0,0,0,0,0,0,0
Serpinb3b,0,0,0,0,0,0,0,0,0,0
Serpinb3c,0,0,0,0,0,0,0,0,0,0
Serpinb11,0,0,0,0,0,0,0,0,0,0
Serpinb7,0,0,0,0,0,0,0,0,0,0
Serpinb2,0,0,0,0,0,0,0,0,0,0
Serpinb10,0,0,0,0,0,0,0,0,0,0
Serpinb8,0,0,0,0,0,0,0,0,0,0
Cdh7,0,0,0,0,0,0,0,0,0,0
Cdh19,0,0,0,0,0,0,0,0,0,0
Dsel,0,0,17,0,34,0,0,4,0,6
Cntnap5a,0,0,0,0,0,0,0,0,0,0
Tsn,492,480,425,271,154,433,338,429,310,693
Mki67ip,32,26,80,28,31,60,25,91,18,44
Clasp1,18,33,22,10,0,38,6,29,8,47
2900060B14Rik,0,2,36,26,0,53,40,3,7,21
Tfcp2l1,0,0,0,0,0,0,0,0,0,0
Gli2,0,0,0,0,0,0,0,0,0,0
Inhbb,0,0,0,0,0,0,0,0,0,0
Ralb,0,6,7,18,0,14,6,6,0,11
Tmem185b,23,34,43,11,26,32,26,35,17,38
Epb4.1l5,0,8,0,0,0,1,0,14,0,4
Ptpn4,57,87,48,42,55,48,28,38,35,43
Tmem177,15,0,14,20,1,0,1,5,5,11
Gm101,0,0,0,0,0,0,0,0,0,0
Sctr,0,0,0,0,0,0,0,0,0,0
Tmem37,0,0,3,2,0,23,11,17,6,13
Dbi,104,146,226,91,101,156,130,218,90,234
3110009E18Rik,4,7,15,5,34,15,14,18,0,8
Steap3,0,0,6,1,0,0,0,0,0,1
C1ql2,0,0,0,0,0,0,0,0,0,0
Marco,0,0,0,0,0,0,0,0,0,0
En1,0,0,0,0,0,0,0,0,0,0
B230209K01Rik,0,0,0,0,0,0,0,0,0,0
Insig2,42,29,21,26,24,33,11,43,18,34
Ccdc93,5,4,21,22,4,17,10,8,5,33
Htr5b,0,0,0,0,0,0,0,0,0,0
Ddx18,108,45,59,98,32,135,67,137,59,157
Dpp10,0,0,0,0,0,0,0,0,0,0
Actr3,756,746,1055,686,553,1151,617,1114,408,1516
Slc35f5,0,0,4,4,0,0,0,0,0,0
Gpr39,0,0,0,0,0,0,0,0,0,0
Lypd1,0,0,0,0,0,0,0,0,0,0
Nckap5,0,0,0,0,0,0,0,0,0,0
Mgat5,0,6,0,4,0,2,1,3,0,2
Tmem163,41,6,36,10,29,11,0,0,0,28
Acmsd,0,0,0,0,0,0,0,0,0,1
2900009J06Rik,0,0,0,0,0,0,0,0,0,0
Ccnt2,29,66,34,19,0,73,34,58,33,43
Map3k19,0,0,0,0,0,0,0,0,0,0
Rab3gap1,15,24,38,33,28,40,9,39,22,71
Zranb3,1,0,12,4,0,0,0,0,0,6
R3hdm1,44,94,46,43,1,40,46,50,42,79
Mir128-1,0,0,0,0,0,0,0,0,0,0
Ubxn4,506,1245,511,280,244,444,222,395,118,320
Lct,0,0,0,0,0,0,0,0,0,0
Mcm6,75,131,186,84,63,133,123,189,65,218
Dars,195,160,618,202,315,275,126,385,189,499
Cxcr4,1037,999,1502,695,312,1283,793,1504,611,1600
Thsd7b,0,0,0,0,0,0,0,0,0,0
Daf2,0,0,0,0,0,0,0,0,0,0
Cd55,9,4,22,22,0,38,28,61,30,58
Zp3r,0,0,0,0,0,0,0,0,0,0
C4bp,0,0,0,0,0,0,0,0,0,0
C4bp-ps1,0,0,0,0,0,0,0,0,0,0
Pfkfb2,27,0,0,19,21,8,4,16,4,19
Yod1,0,81,3,23,0,41,20,7,27,82
AA986860,0,0,8,0,0,0,0,0,0,0
Fcamr,0,0,0,0,0,0,0,0,0,0
Pigr,0,2,0,2,0,2,0,0,0,0
Faim3,0,0,34,15,6,24,6,25,30,75
Il24,0,0,0,0,0,0,0,0,0,0
Il20,0,0,0,0,0,0,0,0,0,0
Il19,0,0,0,0,0,0,0,0,0,0
Il10,16,0,27,7,0,0,0,0,0,0
Mapkapk2,127,88,216,59,45,86,25,94,37,97
Dyrk3,20,31,49,11,0,8,5,17,2,13
Eif2d,85,68,36,40,16,29,40,70,21,71
Rassf5,677,732,1247,438,340,799,507,854,237,856
Ikbke,6,45,20,34,2,58,46,118,34,73
Srgap2,83,91,95,19,54,29,23,57,4,48
Fam72a,8,8,0,8,0,5,2,10,2,3
Avpr1b,0,0,0,0,0,0,0,0,0,0
Ctse,2,0,0,20,0,20,12,7,18,38
5430435G22Rik,0,0,0,20,0,1,0,21,24,8
Slc26a9,0,0,0,0,0,0,0,0,0,0
Pm20d1,0,0,0,0,0,0,0,0,0,0
Slc41a1,22,54,40,19,19,41,13,30,6,61
Rab7l1,28,1,26,35,33,82,36,79,48,111
Nucks1,188,340,239,201,140,254,130,218,85,338
Slc45a3,0,0,0,0,0,0,0,0,0,0
Elk4,0,29,0,7,20,20,5,6,0,5
Mfsd4,0,0,0,0,0,0,0,0,0,0
Cdk18,0,0,0,0,0,0,0,0,0,0
Lemd1,0,0,0,0,0,0,0,0,0,0
Mir135b,0,0,0,0,0,0,0,0,0,0
Klhdc8a,0,0,0,0,0,0,0,0,0,0
Nuak2,11,0,0,1,0,8,3,36,18,6
Tmcc2,18,0,0,0,0,0,0,0,0,0
Dstyk,9,8,0,1,2,4,14,11,3,23
Rbbp5,160,143,133,101,67,87,37,64,12,104
Tmem81,15,73,50,3,9,34,7,6,1,8
Cntn2,0,0,0,0,0,0,1,0,0,0
Nfasc,0,0,0,0,0,0,0,0,0,0
Gm10538,0,0,0,0,0,0,0,0,0,0
Lrrn2,2,0,0,0,0,0,0,0,0,0
Mdm4,21,5,14,7,0,9,20,41,3,22
Pik3c2b,0,22,14,1,1,5,4,1,0,0
Ppp1r15b,310,195,307,168,139,284,123,222,84,235
Plekha6,0,0,0,6,0,36,18,9,2,65
Gm19461,0,0,0,0,0,0,0,0,0,0
Golt1a,0,0,0,0,0,0,0,0,0,0
Kiss1,0,0,0,0,0,0,0,0,0,0
Ren2,0,0,0,0,0,0,0,0,0,0
Ren1,0,0,0,0,0,0,0,0,0,0
Etnk2,0,0,0,0,0,0,0,0,0,0
Sox13,1,0,0,0,0,10,0,19,0,0
Snrpe,95,74,124,77,34,224,133,247,84,212
Zc3h11a,322,563,314,226,218,379,235,440,93,562
Zbed6,0,9,0,0,0,7,4,0,0,0
Lax1,253,356,510,302,163,320,155,426,120,476
Atp2b4,66,169,245,99,90,52,35,53,13,69
Optc,0,0,0,0,0,0,0,0,0,0
Prelp,0,0,0,0,0,0,0,0,0,0
Fmod,0,0,0,0,0,0,0,0,0,0
Btg2,585,857,1290,507,427,1147,593,1055,394,1418
Chit1,0,0,0,0,0,0,0,0,0,0
Chi3l1,0,0,0,0,0,0,0,0,0,0
Mybph,0,0,0,0,0,0,0,0,0,0
Adora1,0,0,0,0,0,0,0,0,0,0
Myog,0,0,0,0,0,0,0,0,0,0
Ppfia4,0,0,2,0,0,3,2,1,6,3
Tmem183a,37,15,67,48,20,53,35,63,35,47
4933406M09Rik,0,0,0,0,0,0,0,0,0,0
Cyb5r1,34,58,76,32,79,41,19,31,20,65
Adipor1,269,290,406,213,141,318,156,329,84,425
Klhl12,30,0,87,0,19,23,3,31,3,24
Rabif,24,77,135,48,72,94,59,72,39,115
4931440L10Rik,0,0,0,0,0,0,0,0,0,0
Kdm5b,23,31,29,9,17,23,11,28,7,70
Syt2,0,0,0,0,0,0,0,0,0,0
Ppp1r12b,0,11,0,1,0,0,1,0,0,0
Ube2t,3,10,12,14,61,23,9,14,3,23
Lgr6,0,0,2,0,0,0,0,0,0,0
Ptprv,0,0,0,0,0,0,0,0,0,0
Ptpn7,76,180,67,56,32,60,68,116,43,108
Arl8a,279,277,467,159,167,132,66,92,55,123
Gpr37l1,0,0,0,0,0,0,0,0,0,0
Elf3,0,0,5,0,0,0,0,0,0,0
Rnpep,12,34,34,33,8,37,24,37,18,40
Timm17a,33,51,170,86,87,91,53,121,32,139
Lmod1,0,0,12,0,8,0,0,0,0,0
Shisa4,0,0,0,0,0,0,0,0,0,0
Ipo9,65,84,84,46,26,65,45,110,33,68
Nav1,0,0,0,0,15,0,0,0,0,1
Csrp1,7,18,11,15,18,27,8,30,7,16
Phlda3,0,0,3,0,0,3,1,5,1,1
Tnni1,0,0,4,0,0,0,0,0,0,4
Lad1,0,0,0,0,0,0,0,0,0,0
Tnnt2,0,0,0,0,0,0,0,1,0,0
Pkp1,0,0,0,0,0,0,0,0,0,0
Igfn1,0,0,0,0,0,0,0,0,0,0
Tmem9,0,33,110,98,2,44,22,95,22,88
Ascl5,0,0,0,0,0,0,0,0,0,0
Cacna1s,0,0,0,0,2,0,0,2,0,0
Gm15850,0,0,0,0,0,0,0,0,0,0
Kif21b,165,94,86,138,62,210,167,347,138,294
5730559C18Rik,0,0,0,0,0,0,0,0,0,0
Gpr25,0,0,0,0,0,2,0,0,0,1
Camsap2,0,2,31,16,22,44,14,35,1,33
9230116N13Rik,0,0,23,0,0,0,0,0,0,0
Ddx59,0,0,1,0,6,7,4,5,16,5
Kif14,0,0,0,0,1,0,0,0,0,0
Zfp281,76,178,81,25,22,161,74,165,26,178
Gm19705,0,0,0,25,21,17,62,23,1,46
Gm16880,0,0,0,0,0,0,0,0,0,0
Nr5a2,0,0,0,0,0,0,0,0,0,0
Mir181a-1,0,0,0,0,0,0,0,0,0,0
Mir181b-1,0,0,0,0,0,0,0,0,0,0
Ptprc,1475,2018,1719,1348,736,1705,1047,1643,866,2539
Atp6v1g3,0,0,0,0,0,0,0,0,0,0
Nek7,71,54,65,34,2,47,28,55,19,57
Gm5833,0,0,0,0,0,2,0,0,0,0
Lhx9,0,0,0,0,0,0,0,0,0,0
2310009B15Rik,24,0,31,15,51,25,9,34,7,50
Dennd1b,44,10,42,16,11,45,10,41,13,61
Crb1,0,0,0,1,0,0,0,0,0,0
4933436E23Rik,0,0,0,0,0,0,0,1,0,0
Zbtb41,9,27,37,3,0,12,5,10,3,24
Aspm,0,12,0,0,0,3,2,2,0,0
F13b,0,0,0,0,0,0,0,0,0,0
Cfhr1,0,0,0,0,0,0,0,0,0,0
Gm4788,0,0,0,0,0,0,0,0,0,0
Cfhr2,0,0,0,0,0,0,0,0,0,0
Cfh,0,0,0,0,0,8,0,0,0,4
Kcnt2,0,0,0,0,0,0,0,0,0,0
4930590L20Rik,0,0,0,0,0,0,0,0,0,0
Cdc73,130,56,215,43,59,89,68,83,42,78
B3galt2,0,0,0,0,0,0,0,0,0,0
Glrx2,93,86,88,60,11,86,81,68,59,141
Trove2,22,25,59,27,2,29,7,0,0,8
Uchl5,83,67,125,26,69,79,50,93,34,93
Rgs2,1069,1164,2159,907,1066,1106,515,1170,460,1255
Rgs13,0,0,0,0,0,0,0,0,3,0
Rgs1,949,1439,2485,1204,1061,1191,287,1083,493,1300
Rgs18,0,0,3,0,0,7,0,0,10,0
Fam5c,0,0,0,0,0,0,0,0,0,0
Pla2g4a,0,6,0,0,0,0,0,0,0,7
7530420F21Rik,0,0,0,0,0,0,0,0,0,0
Ptgs2,0,0,0,0,0,0,0,0,0,10
Pdc,0,0,0,0,0,3,0,0,0,0
2310030A07Rik,0,0,0,0,0,0,0,0,0,0
BC003331,144,105,37,39,0,44,62,92,34,81
Tpr,27,126,73,25,35,32,30,87,13,72
Prg4,2,0,0,0,0,6,2,2,3,3
Hmcn1,0,0,0,0,0,0,0,0,0,0
C730036E19Rik,0,0,0,0,0,0,0,0,0,0
Ivns1abp,143,186,204,139,144,176,109,173,75,256
Swt1,239,66,149,41,145,140,72,112,38,92
Trmt1l,50,23,165,41,5,86,34,91,2,86
Rnf2,112,130,78,102,45,165,104,223,38,237
Fam129a,119,165,154,81,75,53,17,60,32,25
Edem3,44,77,135,35,2,19,11,33,20,56
1700025G04Rik,21,9,57,13,27,65,30,60,46,102
Tsen15,31,8,9,6,0,10,12,21,1,21
Glt25d2,0,0,0,0,0,0,0,0,0,0
Rgl1,0,0,0,0,0,0,6,0,0,0
Apobec4,0,0,0,0,0,0,0,0,0,0
Arpc5,818,911,1749,833,895,1678,945,1903,801,2002
Ncf2,0,0,0,0,0,6,4,11,1,1
Smg7,86,247,335,168,83,221,142,197,65,377
Nmnat2,0,0,0,0,0,9,7,2,8,10
Lamc2,0,0,0,0,0,1,0,0,0,0
Lamc1,23,30,9,52,4,13,15,1,1,19
E330020D12Rik,0,10,0,0,0,5,0,0,2,1
Shcbp1l,0,0,0,0,0,0,0,0,0,0
Dhx9,163,156,164,128,57,200,131,258,89,252
Npl,0,0,0,0,0,0,0,2,10,0
Rgs8,0,0,0,0,0,0,0,0,0,0
C230024C17Rik,0,0,0,0,6,4,0,4,0,6
Rgs16,71,206,198,106,90,61,18,106,33,102
Rnasel,0,16,46,16,13,28,7,46,7,27
Rgsl1,0,0,0,0,0,0,0,0,0,0
5830403L16Rik,0,0,0,0,0,0,0,0,0,0
Gm5531,0,0,0,0,0,0,0,0,0,0
Teddm1,0,0,0,0,0,0,0,0,0,0
Glul,108,142,265,120,53,240,111,290,74,351
Zfp648,0,0,0,0,0,0,0,0,0,0
4930452N14Rik,0,0,0,0,0,0,0,0,0,0
Cacna1e,0,0,3,0,0,0,0,0,0,0
Ier5,1021,1084,980,854,830,1495,675,1824,613,2143
Mr1,0,0,7,11,0,2,4,2,2,1
Stx6,76,100,94,67,22,70,44,95,54,102
Xpr1,86,29,91,10,70,56,29,17,18,86
Acbd6,60,69,97,55,37,53,50,128,35,110
Lhx4,0,0,0,0,0,7,0,0,0,0
Qsox1,17,20,18,38,28,10,9,29,14,18
Cep350,36,116,220,115,235,117,73,161,112,247
Tor1aip1,207,220,463,186,256,165,121,201,96,218
Tor1aip2,148,178,62,116,67,102,63,140,28,187
Fam163a,1,0,3,0,0,0,0,0,0,0
Tdrd5,0,0,0,0,0,0,0,0,0,3
Nphs2,0,0,0,0,0,0,0,0,0,0
Soat1,208,124,144,92,77,37,7,23,10,64
Abl2,36,2,72,17,2,30,27,75,7,45
Tor3a,72,5,43,33,69,7,5,18,20,30
Fam20b,67,103,99,97,50,54,42,76,38,75
Ralgps2,1,0,0,6,0,22,12,14,1,25
Angptl1,0,0,0,0,0,0,0,0,0,0
Tex35,0,0,0,0,0,0,0,0,0,0
Rasal2,0,0,0,3,0,1,0,0,0,3
2810025M15Rik,0,0,5,0,0,0,0,0,6,0
BC026585,0,0,0,0,0,0,0,1,0,0
Sec16b,0,4,0,0,0,0,0,7,0,2
Fam5b,0,0,0,0,0,0,0,0,0,0
Astn1,0,0,0,0,0,0,0,0,0,0
Mir488,0,0,0,0,0,0,0,0,0,0
Pappa2,0,0,0,0,0,0,0,0,0,0
Rfwd2,20,50,62,15,25,28,16,11,8,25
Scarna3a,0,0,0,0,0,0,0,0,0,0
Mir1843b,0,0,0,0,0,0,0,0,0,0
Tnr,0,0,0,0,0,0,0,0,0,0
4930523C07Rik,63,134,133,80,41,116,73,160,34,160
4930562F07Rik,0,0,0,0,0,0,0,0,0,0
Tnn,0,5,0,0,0,0,0,0,0,1
Mrps14,156,252,251,184,118,223,146,341,95,362
Cacybp,845,1044,851,477,330,1277,571,865,383,896
Rabgap1l,278,359,197,199,98,444,142,411,133,420
Gpr52,0,0,0,0,0,0,0,0,0,0
Rc3h1,57,110,52,36,23,52,56,66,24,100
Serpinc1,1,0,0,0,1,0,0,2,0,1
Zbtb37,0,0,9,1,0,15,10,14,5,30
Gas5,603,590,756,395,571,856,522,1043,332,1015
Mir5117,0,0,0,0,0,0,0,0,0,0
Snord47,4,4,0,0,2,1,3,0,0,5
Dars2,0,4,1,17,5,12,4,6,3,13
Cenpl,0,47,37,29,15,50,14,56,20,22
Klhl20,86,0,34,15,57,26,11,19,14,45
Ankrd45,0,3,0,0,0,0,0,0,0,0
4930469G21Rik,0,0,0,0,0,0,0,0,0,0
Prdx6,335,341,460,193,329,491,201,524,172,746
Tnfsf4,0,0,0,0,0,0,0,0,0,0
Tnfsf18,0,0,0,0,0,0,0,0,0,0
Fasl,62,57,37,53,47,69,47,42,25,92
Suco,74,184,144,65,133,138,91,137,55,201
4930558K02Rik,0,0,5,0,0,1,4,0,0,0
Pigc,63,0,47,36,30,50,8,51,10,49
Dnm3,0,0,0,0,0,0,0,10,0,0
2810442N19Rik,0,0,0,0,0,0,0,1,0,0
Dnm3os,0,0,0,0,0,0,0,0,0,0
Mir199a-2,0,0,0,0,0,0,0,0,0,0
Mir214,0,0,0,0,0,0,0,0,0,0
Mettl13,0,27,76,26,0,41,20,58,10,42
Vamp4,37,0,0,10,5,8,22,7,19,35
Myoc,0,0,0,0,0,0,0,0,0,0
7420461P10Rik,0,0,0,0,0,0,0,0,0,0
Prrc2c,226,293,184,102,65,195,145,232,76,273
Fmo4,0,0,0,0,0,0,0,0,0,0
Fmo1,0,0,0,0,0,0,0,0,0,0
Fmo2,0,5,0,0,34,0,0,0,0,0
Fmo6,0,0,0,0,0,0,0,0,0,0
Fmo3,0,0,0,0,0,0,0,0,0,0
Mroh9,0,0,0,0,0,0,0,0,0,0
Prrx1,0,0,0,0,0,0,0,0,0,0
Gorab,0,26,17,14,22,5,2,4,37,40
Mettl11b,0,0,0,0,0,0,0,0,0,0
Kifap3,23,18,11,2,0,5,2,8,0,11
Scyl3,55,100,26,26,1,61,23,56,21,55
BC055324,0,0,0,0,0,0,0,0,2,0
Mettl18,37,3,4,15,9,14,10,6,12,32
Sele,0,0,0,0,0,0,0,11,6,2
Sell,284,281,557,176,170,2246,1438,2788,882,2773
Selp,0,0,0,0,0,0,3,0,0,9
Gm16548,0,0,0,0,0,0,0,0,0,0
F5,0,0,0,0,0,0,0,0,0,0
Slc19a2,0,21,0,7,9,9,5,10,3,21
4930455F23Rik,0,2,1,7,0,6,0,10,0,4
Blzf1,16,0,10,16,4,17,7,13,16,16
Nme7,69,38,31,7,9,49,75,78,46,90
Atp1b1,6,14,41,7,7,40,58,70,20,97
Dpt,0,0,0,0,0,0,0,0,0,0
Gm20743,0,0,0,0,0,0,0,0,0,0
Xcl1,616,1102,1167,1516,363,503,112,227,290,562
4930568G15Rik,0,0,0,0,0,0,0,0,0,0
Tbx19,0,0,0,0,0,0,0,0,0,0
Sft2d2,235,265,148,98,163,235,201,186,103,335
Tiprl,121,255,172,182,129,272,106,264,100,390
Gpr161,0,0,0,0,0,0,0,0,0,0
Dcaf6,2,92,109,7,6,59,56,19,23,27
Mpc2,78,122,115,76,130,91,67,197,74,183
Adcy10,0,0,0,0,0,0,0,0,0,0
Mpzl1,0,0,0,0,0,0,0,0,0,0
Rcsd1,52,43,35,35,35,89,59,93,56,99
Creg1,79,83,171,48,75,51,21,108,36,59
Cd247,283,339,431,205,267,535,279,466,178,577
Pou2f1,9,137,0,81,8,103,81,70,16,152
Dusp27,0,0,0,0,0,0,0,0,0,0
Gpa33,0,0,0,0,0,0,0,0,0,0
Mael,0,0,0,0,0,0,0,0,0,0
Ildr2,0,0,0,0,0,0,0,0,0,0
Tada1,16,49,32,19,22,19,19,65,10,48
Pogk,12,59,1,33,14,100,34,52,24,84
Gm4846,0,0,0,0,0,0,0,0,0,0
Gm4847,0,0,0,0,0,0,0,0,0,0
Fmo9,0,0,0,0,0,0,0,0,0,0
Gm16701,0,0,0,0,0,0,0,0,0,0
Fam78b,3,8,0,0,0,2,6,5,0,1
Uck2,91,22,36,49,50,87,38,154,43,168
Tmco1,25,67,55,47,66,52,24,78,23,77
Aldh9a1,106,213,132,122,64,174,135,241,50,232
Mgst3,2,3,5,0,0,0,1,2,4,8
Lrrc52,0,0,0,0,0,0,0,0,0,0
Rxrg,0,0,0,0,0,0,0,0,0,0
Lmx1a,0,0,0,0,0,0,0,0,0,0
Pbx1,3,10,0,0,0,0,1,0,1,8
Nuf2,0,0,0,0,0,0,4,4,10,1
Rgs5,0,0,0,0,0,0,0,0,0,0
Rgs4,0,0,0,0,0,0,0,0,0,0
1700084C01Rik,0,0,0,0,0,0,0,0,0,0
Hsd17b7,21,42,0,4,38,22,4,10,0,21
3110045C21Rik,0,0,0,0,0,1,0,0,0,2
Ddr2,0,8,0,0,0,12,0,0,0,0
Uap1,76,72,153,103,43,68,18,44,30,62
Uhmk1,0,2,0,8,19,8,1,5,5,0
Sh2d1b2,0,0,0,0,0,0,0,0,0,0
Sh2d1b1,0,2,0,0,0,0,0,0,0,1
Gm7694,0,0,0,0,0,0,0,0,0,0
1700015E13Rik,0,0,0,0,0,0,0,0,0,0
Nos1ap,0,18,0,0,0,0,0,0,0,0
Olfml2b,0,0,0,0,0,0,0,0,0,0
Atf6,139,174,60,53,3,49,26,75,12,64
Dusp12,9,47,59,93,0,56,17,43,18,33
Fcrlb,0,0,0,0,0,0,0,0,0,0
Fcrla,0,0,15,18,0,29,9,44,17,31
Fcgr2b,20,16,11,12,0,15,4,8,0,25
Fcgr4,0,0,0,2,0,0,0,0,0,0
Fcgr3,0,18,6,6,0,0,0,2,0,11
1700009P17Rik,1,0,0,2,0,3,2,2,1,0
Sdhc,176,77,292,146,92,136,61,193,64,199
Mpz,0,0,0,0,0,0,0,0,0,0
Pcp4l1,0,0,0,0,0,0,0,0,0,0
Nr1i3,0,0,0,0,0,0,0,0,0,0
Tomm40l,43,6,53,21,10,22,30,25,21,44
Apoa2,0,0,0,0,0,2,0,0,0,0
Fcer1g,15,70,300,186,40,98,52,116,39,156
Ndufs2,148,110,172,172,95,162,112,221,86,203
Adamts4,0,0,0,0,0,0,0,0,0,0
B4galt3,31,18,9,8,3,26,6,23,4,32
